1027,55,5,275,10,3,covariance_eigh
3815,55,5,275,10,15,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
2539,55,5,275,10,12,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
2613,55,5,275,10,9,covariance_eigh
1059,55,5,275,10,5,covariance_eigh
2883,55,5,275,10,14,covariance_eigh
1043,55,5,275,10,4,covariance_eigh
2029,55,5,275,10,12,covariance_eigh
1053,55,5,275,10,4,covariance_eigh
2020,55,5,275,10,11,covariance_eigh
1069,55,5,275,10,5,covariance_eigh
1991,55,5,275,10,6,covariance_eigh
1055,55,5,275,10,4,covariance_eigh
1666,55,5,275,10,9,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
1156,55,5,275,10,7,covariance_eigh
1043,55,5,275,10,4,covariance_eigh
2366,55,5,275,10,17,covariance_eigh
1043,55,5,275,10,4,covariance_eigh
1144,55,5,275,10,7,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
1105,55,5,275,10,8,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
1205,55,5,275,10,10,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
1272,55,5,275,10,12,covariance_eigh
1069,55,5,275,10,5,covariance_eigh
1295,55,5,275,10,14,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
1123,55,5,275,10,9,covariance_eigh
1071,55,5,275,10,5,covariance_eigh
1134,55,5,275,10,8,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
1267,55,5,275,10,13,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
1495,55,5,275,10,18,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
1280,55,5,275,10,12,covariance_eigh
1090,55,5,275,10,6,covariance_eigh
1739,55,5,275,10,18,covariance_eigh
1145,55,5,275,10,8,covariance_eigh
1631,55,5,275,10,18,covariance_eigh
1155,55,5,275,10,9,covariance_eigh
1821,55,5,275,10,20,covariance_eigh
1099,55,5,275,10,6,covariance_eigh
1706,55,5,275,10,18,covariance_eigh
1076,55,5,275,10,5,covariance_eigh
2738,55,5,275,10,30,covariance_eigh
1055,55,5,275,10,4,covariance_eigh
2125,55,5,275,10,22,covariance_eigh
1074,55,5,275,10,5,covariance_eigh
2491,55,5,275,10,27,covariance_eigh
1045,55,5,275,10,4,covariance_eigh
2710,55,5,275,10,30,covariance_eigh
1064,55,5,275,10,5,covariance_eigh
3079,55,5,275,10,32,covariance_eigh
1082,55,5,275,10,6,covariance_eigh
2997,55,5,275,10,33,covariance_eigh
1108,55,5,275,10,7,covariance_eigh
3106,55,5,275,10,34,covariance_eigh
1048,55,5,275,10,4,covariance_eigh
3139,55,5,275,10,35,covariance_eigh
1048,55,5,275,10,4,covariance_eigh
3136,55,5,275,10,35,covariance_eigh
1081,55,5,275,10,5,covariance_eigh
3183,55,5,275,10,37,covariance_eigh
1055,55,5,275,10,4,covariance_eigh
3211,55,5,275,10,38,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
3211,55,5,275,10,38,covariance_eigh
1043,55,5,275,10,4,covariance_eigh
3183,55,5,275,10,37,covariance_eigh
1043,55,5,275,10,4,covariance_eigh
3195,55,5,275,10,37,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
3155,55,5,275,10,36,covariance_eigh
1059,55,5,275,10,5,covariance_eigh
3191,55,5,275,10,37,covariance_eigh
1048,55,5,275,10,4,covariance_eigh
3167,55,5,275,10,36,covariance_eigh
1053,55,5,275,10,4,covariance_eigh
3211,55,5,275,10,38,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
3167,55,5,275,10,36,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
3122,55,5,275,10,35,covariance_eigh
1592,55,5,275,10,5,covariance_eigh
3122,55,5,275,10,35,covariance_eigh
3073,55,5,275,10,11,covariance_eigh
3155,55,5,275,10,36,covariance_eigh
2446,55,5,275,10,8,covariance_eigh
3155,55,5,275,10,36,covariance_eigh
2212,55,5,275,10,8,covariance_eigh
3106,55,5,275,10,34,covariance_eigh
2503,55,5,275,10,7,covariance_eigh
3134,55,5,275,10,35,covariance_eigh
2550,55,5,275,10,8,covariance_eigh
3153,55,5,275,10,35,covariance_eigh
3541,55,5,275,10,12,covariance_eigh
3120,55,5,275,10,34,covariance_eigh
3151,55,5,275,10,12,covariance_eigh
3211,55,5,275,10,38,covariance_eigh
2611,55,5,275,10,11,covariance_eigh
3211,55,5,275,10,38,covariance_eigh
2569,55,5,275,10,9,covariance_eigh
3211,55,5,275,10,38,covariance_eigh
1374,55,5,275,10,7,covariance_eigh
3211,55,4,220,10,38,covariance_eigh
1320,55,5,275,10,5,covariance_eigh
3211,55,3,165,10,38,covariance_eigh
